CASE_NO,ACCD_TP,Sub_bur,Eve_time,YEAR,MONTH,HOUR,Two_HOUR,Three_HOUR,WEEKDAY,Distr,Num_casual,Num_wound,Weather,Light_condition,Road_category,Speed_limit,Road_type,Acc_location,Pavement_con,Signal_classfication,Accident_type,Sex,AGE,Protect_equip,Mobile,Car_type,Move_type,Qualified,Alcohol
C6129405,2,C6,10210081114,102,10,11,6,4,2,108,0,2,3,1,2,50,1,1,2,2,16,1,9,1,1,6,1,1,1
C6129405,2,C6,10210081114,102,10,11,6,4,2,108,0,2,3,1,2,50,1,1,2,2,16,2,8,4,3,8,20,3,2
CF115850,2,CF,10210102320,102,10,23,12,8,4,116,0,1,3,2,2,50,2,4,2,4,12,1,9,1,1,3,1,1,1
CF115850,2,CF,10210102320,102,10,23,12,8,4,116,0,1,3,2,2,50,2,4,2,4,12,2,3,1,1,6,9,1,1
CF115851,2,CF,10210112040,102,10,20,11,7,5,116,0,1,1,2,2,50,1,1,1,1,12,2,5,1,1,6,9,1,1
CF110842,2,CF,10210120355,102,10,3,2,2,6,116,0,3,1,2,2,50,2,4,1,2,12,1,3,1,1,6,14,1,1
CF110842,2,CF,10210120355,102,10,3,2,2,6,116,0,3,1,2,2,50,2,4,1,2,12,1,3,4,3,8,20,3,2
CE115643,2,CE,10210111805,102,10,18,10,7,5,116,0,1,1,2,2,50,1,1,1,2,3,2,5,4,3,8,20,3,2
C8149101,2,C8,10210120110,102,10,1,1,1,6,106,0,1,3,3,2,40,1,1,2,3,16,1,3,1,1,6,9,1,1
CA115250,2,CA,10210112236,102,10,22,12,8,5,100,0,1,3,2,2,50,1,1,2,1,17,1,3,1,1,3,5,1,1
CF108814,2,CF,10203241230,102,3,12,7,5,7,116,0,1,3,1,2,50,1,1,2,4,3,1,6,1,1,4,5,1,1
CF108300,2,CF,10203261330,102,3,13,7,5,2,116,0,1,2,1,2,50,2,4,2,4,12,2,5,1,1,6,4,1,1
CH112580,2,CH,10203221500,102,3,15,8,6,5,115,0,1,3,1,2,50,1,1,2,1,17,1,6,1,1,6,9,1,1
C9119152,2,C9,10203151800,102,3,18,10,7,5,100,0,1,3,2,2,50,1,4,2,1,17,1,5,1,1,3,9,1,1
C6122221,2,C6,10203241843,102,3,18,10,7,7,108,0,1,1,2,2,40,1,1,1,3,16,2,3,1,1,6,5,1,1
C9119331,2,C9,10203261315,102,3,13,7,5,2,100,0,2,3,1,2,40,1,1,2,2,12,1,3,1,1,6,9,1,1
CE111133,2,CE,10203240814,102,3,8,5,3,7,116,0,1,3,1,2,50,2,4,2,4,17,1,2,1,1,6,9,1,1
CH112555,2,CH,10203242310,102,3,23,12,8,7,115,0,1,1,2,2,50,1,1,1,1,15,1,2,1,1,6,9,2,1
C5124465,2,C5,10203261220,102,3,12,7,5,2,103,0,2,3,1,2,50,1,1,2,1,3,1,6,1,1,6,9,1,1
CD123355,2,CD,10203222200,102,3,22,12,8,5,112,0,1,3,2,2,60,2,3,2,4,16,1,8,1,1,3,1,1,1
C6124330,2,C6,10203261100,102,3,11,6,4,2,108,0,1,3,1,2,40,2,4,2,4,12,1,6,1,1,4,9,1,1
C5124465,2,C5,10203261220,102,3,12,7,5,2,103,0,2,3,1,2,50,1,1,2,1,3,2,5,4,3,8,16,3,2
CD123088,2,CD,10203070930,102,3,9,5,4,4,112,0,2,3,1,2,60,2,5,2,4,13,1,3,1,1,6,9,1,1
C5124465,2,C5,10203261220,102,3,12,7,5,2,103,0,2,3,1,2,50,1,1,2,1,3,2,4,4,3,8,20,3,2
C5122129,2,C5,10203081546,102,3,15,8,6,5,103,0,1,3,1,2,50,1,1,2,2,13,1,6,1,1,6,9,1,1
CG138391,2,CG,10203191702,102,3,17,9,6,2,114,0,3,3,1,2,50,1,1,2,2,16,1,4,1,1,3,9,1,1
C7145212,2,C7,10203151730,102,3,17,9,6,5,104,0,1,3,1,2,50,1,1,2,2,17,1,4,1,1,3,5,1,1
CD124652,2,CD,10203191615,102,3,16,9,6,2,112,0,1,3,1,2,60,2,3,2,4,12,1,6,3,4,3,6,1,1
C7144681,2,C7,10203122240,102,3,22,12,8,2,104,0,1,3,2,2,50,1,1,2,2,17,2,3,1,1,6,5,1,1
CB125505,2,CB,10203251855,102,3,18,10,7,1,105,0,2,3,2,2,50,1,1,2,1,11,1,7,4,3,7,9,3,2
CI117535,2,CI,10203261325,102,3,13,7,5,2,110,0,1,3,1,2,50,2,4,2,1,12,2,3,1,1,3,9,1,1
CG137473,2,CG,10203251750,102,3,17,9,6,1,114,0,1,2,1,2,40,1,1,2,4,15,2,6,1,1,3,9,1,1
CG137472,2,CG,10203251605,102,3,16,9,6,1,114,0,2,2,1,2,30,2,4,2,4,12,1,5,1,1,3,6,1,1
CG137472,2,CG,10203251605,102,3,16,9,6,1,114,0,2,2,1,2,30,2,4,2,4,12,1,2,1,1,6,9,1,1
CG137472,2,CG,10203251605,102,3,16,9,6,1,114,0,2,2,1,2,30,2,4,2,4,12,1,2,4,3,8,20,3,2
CE113765,2,CE,10203251915,102,3,19,10,7,1,116,0,1,3,2,2,50,2,4,2,4,17,1,3,1,1,6,9,1,1
CC132838,2,CC,10203251850,102,3,18,10,7,1,111,0,1,3,2,2,50,1,1,2,1,17,2,3,1,1,6,9,1,1
CH112402,2,CH,10203091640,102,3,16,9,6,6,115,0,1,3,1,2,50,1,1,2,2,16,2,3,1,1,3,6,1,1
CH112402,2,CH,10203091640,102,3,16,9,6,6,115,0,1,3,1,2,50,1,1,2,2,16,2,4,1,1,6,9,1,1
C7143970,2,C7,10203251831,102,3,18,10,7,1,104,0,1,3,2,2,30,2,4,2,2,17,1,6,3,4,3,15,4,2
C7143970,2,C7,10203251831,102,3,18,10,7,1,104,0,1,3,2,2,30,2,4,2,2,17,2,3,1,1,6,9,1,1
CE113718,2,CE,10203252000,102,3,20,11,7,1,116,0,2,3,2,2,50,1,1,2,2,16,2,4,1,1,6,9,1,1
CE113718,2,CE,10203252000,102,3,20,11,7,1,116,0,2,3,2,2,50,1,1,2,2,16,1,1,4,3,8,20,3,2
C9119209,2,C9,10203251730,102,3,17,9,6,1,100,0,1,2,1,2,50,4,6,2,4,17,1,7,1,1,3,13,1,1
C7145421,2,C7,10203251837,102,3,18,10,7,1,104,0,1,3,2,2,50,1,1,2,4,17,1,6,1,1,3,11,1,1
CA110319,2,CA,10203251740,102,3,17,9,6,1,100,0,1,2,1,2,50,2,4,2,4,11,2,7,1,1,6,9,1,1
CE113765,2,CE,10203251915,102,3,19,10,7,1,116,0,1,3,2,2,50,2,4,2,4,17,1,3,1,1,3,9,1,1
CD123259,2,CD,10203252000,102,3,20,11,7,1,112,0,1,2,2,2,50,1,1,2,1,16,1,6,1,4,5,1,1,1
C6125402,2,C6,10203250931,102,3,9,5,4,1,108,0,1,3,1,2,50,2,4,2,4,16,1,3,1,1,6,9,1,1
C6125402,2,C6,10203250931,102,3,9,5,4,1,108,0,1,3,1,2,50,2,4,2,4,16,1,8,1,1,6,9,1,1
CF109832,2,CF,10203252200,102,3,22,12,8,1,116,0,1,3,2,2,50,1,1,2,4,15,1,3,1,1,6,9,1,1
CF109832,2,CF,10203252200,102,3,22,12,8,1,116,0,1,3,2,2,50,1,1,2,4,15,1,6,1,1,3,9,1,1
CD122858,2,CD,10203251915,102,3,19,10,7,1,112,0,1,2,2,2,40,2,4,2,4,12,1,6,1,1,3,14,1,1
CC136623,2,CC,10203252240,102,3,22,12,8,1,111,0,1,3,2,2,40,1,1,2,4,15,1,3,1,1,6,9,1,1
CD122858,2,CD,10203251915,102,3,19,10,7,1,112,0,1,2,2,2,40,2,4,2,4,12,2,4,1,1,6,9,1,1
CI117532,2,CI,10203252300,102,3,23,12,8,1,110,0,1,3,2,2,30,1,1,2,4,17,1,4,1,1,6,5,1,1
C6124343,2,C6,10203242248,102,3,22,12,8,7,108,0,1,1,2,2,40,1,1,1,4,17,1,4,3,4,3,6,4,2
C6124343,2,C6,10203242248,102,3,22,12,8,7,108,0,1,1,2,2,40,1,1,1,4,17,2,6,1,1,6,9,1,2
CA112139,2,CA,10203260850,102,3,8,5,3,2,100,0,2,2,1,2,50,1,1,2,1,16,1,7,1,3,7,9,3,1
CD114136,2,CD,10207251643,102,7,16,9,6,4,112,0,2,3,1,2,40,1,1,2,4,11,1,3,3,4,6,9,1,1
CB127316,2,CB,10207251022,102,7,10,6,4,4,105,0,2,3,1,2,50,1,1,2,1,15,2,5,1,1,8,20,3,2
C7148349,2,C7,10207251820,102,7,18,10,7,4,104,0,1,3,2,2,50,1,4,2,1,13,1,4,3,4,3,9,1,1
CG141805,2,CG,10207251648,102,7,16,9,6,4,114,0,1,3,1,2,50,1,1,2,1,11,2,5,1,1,6,9,1,1
CG138020,2,CG,10207250820,102,7,8,5,3,4,114,0,1,3,1,2,40,2,5,2,4,17,2,4,1,1,6,9,1,1
CG138020,2,CG,10207250820,102,7,8,5,3,4,114,0,1,3,1,2,40,2,5,2,4,17,1,3,1,1,6,9,1,1
CG141156,2,CG,10207251940,102,7,19,10,7,4,114,0,1,3,2,2,30,1,1,2,4,1,1,8,4,3,8,16,3,2
CH113189,2,CH,10207221025,102,7,10,6,4,1,115,0,1,3,1,2,50,1,1,2,1,17,2,6,1,1,6,1,1,1
C9114783,2,C9,10207251030,102,7,10,6,4,4,100,0,1,3,1,2,50,1,1,2,2,3,1,5,1,1,4,6,1,1
C9114783,2,C9,10207251030,102,7,10,6,4,4,100,0,1,3,1,2,50,1,1,2,2,3,2,7,4,3,8,20,3,1
C7147953,2,C7,10207251745,102,7,17,9,6,4,104,0,1,2,2,2,50,1,1,2,2,16,1,4,1,1,3,1,1,1
C6115662,2,C6,10207251954,102,7,19,10,7,4,108,0,2,1,2,2,30,2,4,1,4,3,2,3,1,1,6,9,1,1
C6115662,2,C6,10207251954,102,7,19,10,7,4,108,0,2,1,2,2,30,2,4,1,4,3,1,8,4,3,8,20,3,2
C8147883,2,C8,10207251922,102,7,19,10,7,4,106,0,1,1,2,2,50,1,1,1,1,13,1,1,4,3,7,9,3,1
CC138526,2,CC,10207141841,102,7,18,10,7,7,111,0,1,3,2,2,60,4,3,2,4,17,1,3,1,1,6,9,1,1
CF115692,2,CF,10207252137,102,7,21,11,8,4,116,0,1,3,2,2,40,1,1,2,4,17,1,3,3,4,6,9,1,1
CF115692,2,CF,10207252137,102,7,21,11,8,4,116,0,1,3,2,2,40,1,1,2,4,17,1,5,3,4,3,9,1,1
CF115692,2,CF,10207252137,102,7,21,11,8,4,116,0,1,3,2,2,40,1,1,2,4,17,1,6,3,4,3,13,1,2
CI129191,2,CI,10207252141,102,7,21,11,8,4,110,0,3,3,2,2,50,1,1,2,2,15,1,3,1,1,6,9,1,1
C9120100,2,C9,10207252330,102,7,23,12,8,4,100,0,1,3,3,2,50,4,3,2,4,17,1,3,1,1,6,6,1,1
CI128252,2,CI,10207252214,102,7,22,12,8,4,110,0,2,3,2,2,50,1,1,2,2,12,1,3,1,1,6,9,1,1
CI129191,2,CI,10207252141,102,7,21,11,8,4,110,0,3,3,2,2,50,1,1,2,2,15,2,1,4,3,8,20,3,1
CE113032,2,CE,10207252353,102,7,23,12,8,4,116,0,2,3,2,2,50,1,1,2,1,17,1,2,1,1,6,9,1,1
CE113032,2,CE,10207252353,102,7,23,12,8,4,116,0,2,3,2,2,50,1,1,2,1,17,2,3,1,1,6,9,1,1
CG141887,2,CG,10207251700,102,7,17,9,6,4,114,0,1,3,1,2,50,2,4,2,4,17,2,3,1,1,3,1,1,1
CG141887,2,CG,10207251700,102,7,17,9,6,4,114,0,1,3,1,2,50,2,4,2,4,17,1,5,1,1,6,9,1,1
CE112763,2,CE,10207242127,102,7,21,11,8,3,116,0,1,3,2,2,50,2,4,2,4,17,1,3,1,1,6,9,1,1
C9115036,2,C9,10207111055,102,7,10,6,4,4,100,0,2,3,1,2,50,2,4,2,4,16,1,3,1,1,6,9,1,1
C8133933,2,C8,10206200715,102,6,7,4,3,4,106,0,2,3,1,2,50,1,1,2,1,17,2,6,1,1,6,9,1,1
CG138661,2,CG,10207222341,102,7,23,12,8,1,114,0,2,3,2,2,50,1,1,2,1,17,1,6,1,1,4,9,1,1
CD121565,2,CD,10207221615,102,7,16,9,6,1,112,0,2,3,1,2,50,2,2,2,4,13,1,2,1,1,6,9,1,1
CE111710,2,CE,10206202317,102,6,23,12,8,4,116,0,2,3,1,2,50,1,1,2,2,17,2,4,1,1,6,15,2,1
CA111369,2,CA,10207231710,102,7,17,9,6,2,100,0,1,3,1,2,50,1,1,2,1,3,1,3,1,1,6,9,1,1
CA111369,2,CA,10207231710,102,7,17,9,6,2,100,0,1,3,1,2,50,1,1,2,1,3,1,8,4,3,8,20,3,1
CD117371,2,CD,10207171855,102,7,18,10,7,3,112,0,1,3,2,2,50,1,1,2,1,16,1,3,3,4,6,9,1,1
CI128690,2,CI,10207220800,102,7,8,5,3,1,110,0,1,3,1,2,50,2,4,2,4,2,1,4,1,1,3,9,1,1
CG143050,2,CG,10210061345,102,10,13,7,5,7,114,0,1,1,1,2,40,1,1,1,4,15,1,5,1,1,3,9,1,1
CI130072,2,CI,10210061355,102,10,13,7,5,7,110,0,1,1,1,2,40,4,4,1,4,13,1,4,1,1,3,9,1,1
CG143100,2,CG,10210042215,102,10,22,12,8,5,114,0,1,1,2,2,50,1,1,1,1,17,1,2,1,1,6,9,1,1
C7150738,2,C7,10210051800,102,10,18,10,7,6,104,0,1,1,2,2,50,1,1,1,1,12,2,6,1,1,3,14,1,1
CD116870,2,CD,10210061740,102,10,17,9,6,7,112,0,2,1,2,2,50,2,4,1,4,16,2,6,1,1,6,5,1,1
CD116870,2,CD,10210061740,102,10,17,9,6,7,112,0,2,1,2,2,50,2,4,1,4,16,1,2,1,1,6,9,2,1
CI130459,2,CI,10210021956,102,10,19,10,7,3,110,0,2,3,2,2,50,1,1,2,1,15,2,5,1,1,3,11,1,1
CI130459,2,CI,10210021956,102,10,19,10,7,3,110,0,2,3,2,2,50,1,1,2,1,15,1,3,1,1,6,9,1,1
CD127712,2,CD,10209301112,102,9,11,6,4,1,112,0,2,1,1,2,50,1,1,1,1,11,1,3,1,1,6,9,1,2
CI130459,2,CI,10210021956,102,10,19,10,7,3,110,0,2,3,2,2,50,1,1,2,1,15,1,7,1,1,3,14,1,1
CD127713,2,CD,10210061800,102,10,18,10,7,7,112,0,1,1,2,2,50,1,1,1,1,11,1,4,1,1,3,5,1,1
CD127713,2,CD,10210061800,102,10,18,10,7,7,112,0,1,1,2,2,50,1,1,1,1,11,1,7,1,1,6,9,1,1
CI130459,2,CI,10210021956,102,10,19,10,7,3,110,0,2,3,2,2,50,1,1,2,1,15,1,3,4,3,8,20,3,2
CI130262,2,CI,10210061203,102,10,12,7,5,7,110,0,2,1,1,2,50,1,1,1,2,17,1,3,1,1,6,12,1,1
C9120960,2,C9,10210051730,102,10,17,9,6,6,100,0,1,1,2,2,50,1,1,1,1,17,1,4,3,4,3,21,4,2
C9120960,2,C9,10210051730,102,10,17,9,6,6,100,0,1,1,2,2,50,1,1,1,1,17,1,6,1,1,6,12,1,1
CI130460,2,CI,10210040815,102,10,8,5,3,5,110,0,1,3,1,2,30,1,1,2,4,15,1,4,1,1,6,9,1,1
C8147761,2,C8,10210061955,102,10,19,10,7,7,106,0,2,1,2,2,50,1,1,1,2,17,1,6,1,1,4,9,1,1
C5128324,2,C5,10210061905,102,10,19,10,7,7,103,0,1,1,2,2,50,1,1,1,2,16,1,7,3,4,3,5,1,1
C5128324,2,C5,10210061905,102,10,19,10,7,7,103,0,1,1,2,2,50,1,1,1,2,16,1,3,3,4,6,9,1,1
CI130555,2,CI,10210061515,102,10,15,8,6,7,110,0,1,1,1,2,50,1,1,1,1,9,2,4,1,1,6,9,1,1
CE115791,2,CE,10210062043,102,10,20,11,7,7,116,0,1,2,2,2,50,1,1,2,4,17,1,5,1,1,3,9,1,1
CC140812,2,CC,10210030725,102,10,7,4,3,4,111,0,1,1,1,2,50,1,1,1,4,17,2,3,1,1,6,9,1,1
CC140806,2,CC,10210011540,102,10,15,8,6,2,111,0,1,3,1,2,50,1,1,2,1,17,1,5,1,1,4,11,1,1
CC140806,2,CC,10210011540,102,10,15,8,6,2,111,0,1,3,1,2,50,1,1,2,1,17,1,5,1,1,6,9,1,1
C8148406,2,C8,10210062204,102,10,22,12,8,7,106,0,2,2,2,2,50,1,1,1,2,17,1,4,1,1,6,9,1,1
C8148406,2,C8,10210062204,102,10,22,12,8,7,106,0,2,2,2,2,50,1,1,1,2,17,2,3,4,3,8,20,3,2
CI130691,2,CI,10210062310,102,10,23,12,8,7,110,0,1,2,2,2,30,2,4,1,4,12,2,3,1,1,6,9,1,1
C6115900,2,C6,10210031910,102,10,19,10,7,4,108,0,1,1,2,2,50,1,1,1,2,16,2,6,1,1,1,9,1,1
CH115296,2,CH,10210022330,102,10,23,12,8,3,115,0,2,3,2,2,50,1,1,2,2,16,1,2,1,1,6,9,1,1
CI130843,2,CI,10210061925,102,10,19,10,7,7,110,0,1,1,2,2,50,1,1,1,4,9,2,4,4,3,8,19,3,2
CI130843,2,CI,10210061925,102,10,19,10,7,7,110,0,1,1,2,2,50,1,1,1,4,9,2,3,1,1,6,9,1,1
CI130843,2,CI,10210061925,102,10,19,10,7,7,110,0,1,1,2,2,50,1,1,1,4,9,1,7,1,1,4,14,1,1
CI130844,2,CI,10210062056,102,10,20,11,7,7,110,0,1,1,2,2,50,2,4,1,4,12,2,3,1,1,6,9,1,1
CD129909,2,CD,10210061845,102,10,18,10,7,7,112,0,1,1,2,2,50,1,1,1,2,17,1,6,1,1,6,9,1,1
CE115791,2,CE,10210062043,102,10,20,11,7,7,116,0,1,2,2,2,50,1,1,2,4,17,1,5,1,1,6,9,1,1
CB125137,2,CB,10204062125,102,4,21,11,8,6,105,0,2,2,2,2,50,1,1,2,3,16,2,3,1,1,6,9,1,1
C7900312,2,C7,10204252000,102,4,20,11,7,4,104,0,1,1,2,2,40,2,4,1,4,17,1,3,1,1,6,9,1,1
C7900313,2,C7,10204252115,102,4,21,11,8,4,104,0,1,1,2,2,50,1,1,1,1,17,1,3,2,1,6,9,1,1
C7143169,2,C7,10204251045,102,4,10,6,4,4,104,0,1,1,1,2,50,2,4,1,4,11,2,3,3,4,6,7,1,1
CB126292,2,CB,10204260411,102,4,4,3,2,5,105,0,1,3,2,2,50,2,4,2,2,9,1,4,4,3,8,20,3,2
CB126292,2,CB,10204260411,102,4,4,3,2,5,105,0,1,3,2,2,50,2,4,2,2,9,1,4,4,3,8,20,3,2
C9118376,2,C9,10204241645,102,4,16,9,6,3,100,0,2,1,1,2,50,1,1,1,1,11,1,7,1,1,4,5,1,1
C7900123,2,C7,10204191930,102,4,19,10,7,5,104,0,1,2,2,2,50,1,1,2,2,15,2,4,1,4,6,9,1,2
C8139479,2,C8,10204161435,102,4,14,8,5,2,106,0,1,3,1,2,50,4,8,2,4,17,1,7,1,1,6,9,1,1
CG138556,2,CG,10204231840,102,4,18,10,7,2,114,0,1,3,2,2,50,1,1,2,1,12,1,5,1,1,3,9,1,1
CD123241,2,CD,10204152000,102,4,20,11,7,1,112,0,1,3,1,2,50,1,1,2,1,17,1,5,3,4,3,12,1,1
CB127332,2,CB,10204241002,102,4,10,6,4,3,105,0,1,3,1,2,50,2,4,2,4,16,2,6,1,1,4,5,1,1
C7900364,1,C7,10204191200,102,4,12,7,5,5,104,1,0,2,1,2,50,1,1,2,2,2,1,7,1,1,4,6,1,1
C5127144,2,C5,10204191534,102,4,15,8,6,5,103,0,2,2,1,2,40,1,1,2,4,16,1,3,1,1,6,9,1,1
CG141784,2,CG,10207220830,102,7,8,5,3,1,114,0,1,3,1,2,30,1,1,2,4,15,1,7,1,1,6,9,1,1
C5121839,2,C5,10204240948,102,4,9,5,4,3,103,0,3,3,1,2,50,2,4,2,4,16,1,9,3,4,6,11,1,1
CI105744,2,CI,10204161750,102,4,17,9,6,2,110,0,1,3,1,2,40,2,4,2,4,3,1,5,1,1,3,9,1,1
CG139049,2,CG,10204231512,102,4,15,8,6,2,114,0,1,3,1,2,50,2,4,2,4,16,1,7,1,1,4,14,1,1
C5124469,2,C5,10204230740,102,4,7,4,3,2,103,0,3,3,1,2,50,4,5,2,4,13,1,6,1,1,6,9,1,1
C5103481,2,C5,10204241840,102,4,18,10,7,3,103,0,2,2,2,2,50,1,1,1,4,3,1,4,4,3,8,16,3,1
C5127223,2,C5,10204260815,102,4,8,5,3,5,103,0,2,2,1,2,30,1,1,2,4,15,2,4,1,1,6,9,1,1
C9118883,2,C9,10204241015,102,4,10,6,4,3,100,0,1,2,1,2,40,2,4,2,4,12,1,4,1,1,4,9,1,1
CI118092,2,CI,10205170830,102,5,8,5,3,5,110,0,1,3,1,2,50,2,4,2,4,16,1,3,1,1,6,9,1,1
C7147549,2,C7,10207181720,102,7,17,9,6,4,104,0,2,3,1,2,50,1,1,2,2,17,2,2,1,1,6,9,1,1
C7150082,2,C7,10209281911,102,9,19,10,7,6,104,0,3,3,2,2,50,2,2,2,4,10,1,5,1,1,4,9,1,1
CI118368,2,CI,10204251850,102,4,18,10,7,4,110,0,2,1,2,2,50,1,1,1,1,16,1,6,1,1,6,9,1,1
CA102374,2,CA,10204260840,102,4,8,5,3,5,100,0,1,2,1,2,50,1,1,1,2,16,1,3,3,4,6,6,1,1
C9118581,2,C9,10204261220,102,4,12,7,5,5,100,0,1,3,1,2,50,1,1,2,1,12,2,4,1,1,6,9,1,1
C9118581,2,C9,10204261220,102,4,12,7,5,5,100,0,1,3,1,2,50,1,1,2,1,12,1,3,1,1,3,9,1,1
CB126733,2,CB,10204271200,102,4,12,7,5,6,105,0,1,3,1,2,50,1,1,2,4,17,1,6,1,1,6,9,1,1
CG137877,2,CG,10204271020,102,4,10,6,4,6,114,0,1,3,1,2,50,1,1,2,1,16,1,3,1,1,6,9,1,1
CE111033,2,CE,10204261026,102,4,10,6,4,5,116,0,1,3,1,2,50,1,4,2,2,13,1,6,1,1,6,9,1,1
CE111084,2,CE,10204260840,102,4,8,5,3,5,116,0,2,2,1,2,40,1,1,1,4,17,1,7,3,4,6,5,1,1
C9120028,2,C9,10207221350,102,7,13,7,5,1,100,0,1,3,1,2,50,1,1,2,1,12,1,5,1,1,4,7,1,1
C6121514,2,C6,10204260920,102,4,9,5,4,5,108,0,2,2,1,2,40,1,1,2,4,17,2,5,1,1,6,9,1,1
C7145536,2,C7,10204251229,102,4,12,7,5,4,104,0,2,1,1,2,50,1,1,1,4,17,1,4,1,1,6,9,1,1
CE111084,2,CE,10204260840,102,4,8,5,3,5,116,0,2,2,1,2,40,1,1,1,4,17,1,3,3,4,6,9,1,1
CB125400,2,CB,10204230911,102,4,9,5,4,2,105,0,1,3,1,2,50,1,1,2,4,17,1,5,1,1,6,9,1,1
CH112624,2,CH,10204180910,102,4,9,5,4,4,115,0,1,2,1,2,50,1,1,2,3,16,1,3,1,1,3,6,1,1
CI118159,2,CI,10204261125,102,4,11,6,4,5,110,0,1,3,1,2,50,1,1,2,4,16,1,4,1,1,6,9,1,1
C7150082,2,C7,10209281911,102,9,19,10,7,6,104,0,3,3,2,2,50,2,2,2,4,10,2,6,4,3,8,20,3,2
CE111032,2,CE,10204261026,102,4,10,6,4,5,116,0,1,3,1,2,50,1,1,2,2,3,2,5,4,3,8,20,3,1
C9119437,2,C9,10204260415,102,4,4,3,2,5,100,0,1,2,2,2,50,2,4,2,4,3,1,8,1,1,4,9,1,1
C8148967,2,C8,10209160715,102,9,7,4,3,1,106,0,2,3,1,2,30,2,3,2,4,17,1,6,1,1,3,14,1,1
C8148967,2,C8,10209160715,102,9,7,4,3,1,106,0,2,3,1,2,30,2,3,2,4,17,1,5,1,1,6,9,1,1
C8148967,2,C8,10209160715,102,9,7,4,3,1,106,0,2,3,1,2,30,2,3,2,4,17,1,1,4,3,8,20,3,2
C7150026,2,C7,10209160910,102,9,9,5,4,1,104,0,1,3,1,2,50,1,1,2,4,16,2,3,1,1,6,9,1,1
CD127156,2,CD,10209160840,102,9,8,5,3,1,112,0,2,3,1,2,60,1,1,2,1,13,2,5,1,4,6,9,1,1
CA113960,2,CA,10209151700,102,9,17,9,6,7,100,0,1,2,1,2,50,1,1,2,4,16,1,8,1,1,6,9,1,1
CD127156,2,CD,10209160840,102,9,8,5,3,1,112,0,2,3,1,2,60,1,1,2,1,13,1,3,1,4,6,9,1,1
CB130594,2,CB,10209160944,102,9,9,5,4,1,105,0,1,3,1,2,50,1,1,2,1,16,1,6,1,1,4,9,1,1
CB130594,2,CB,10209160944,102,9,9,5,4,1,105,0,1,3,1,2,50,1,1,2,1,16,1,4,1,1,6,5,1,1
CC139415,2,CC,10209160930,102,9,9,5,4,1,111,0,1,3,1,2,50,2,4,2,4,12,2,6,1,1,6,9,1,1
CD127156,2,CD,10209160840,102,9,8,5,3,1,112,0,2,3,1,2,60,1,1,2,1,13,2,5,4,3,8,20,3,1
CD127156,2,CD,10209160840,102,9,8,5,3,1,112,0,2,3,1,2,60,1,1,2,1,13,1,4,1,4,6,9,1,1
CF115505,2,CF,10209160947,102,9,9,5,4,1,116,0,1,3,1,2,50,2,4,2,4,12,2,4,1,4,6,9,1,1
CE112623,2,CE,10209051220,102,9,12,7,5,4,116,0,1,3,1,2,50,1,1,2,4,10,2,3,1,1,6,9,1,1
CD127424,2,CD,10209160846,102,9,8,5,3,1,112,0,1,3,1,2,50,1,1,2,4,16,2,2,3,4,6,9,1,1
C6121627,2,C6,10209060840,102,9,8,5,3,5,108,0,1,3,1,2,50,1,1,2,4,1,1,6,1,1,3,5,1,1
C7147922,2,C7,10207181245,102,7,12,7,5,4,104,0,1,3,1,2,50,2,4,2,4,16,1,7,3,4,6,15,4,2
CI129964,2,CI,10209061140,102,9,11,6,4,5,110,0,1,3,1,2,50,1,1,2,2,13,1,4,1,1,1,12,1,1
CI130057,2,CI,10209160910,102,9,9,5,4,1,110,0,2,3,1,2,50,1,1,2,2,16,1,4,1,1,6,9,1,1
C8145275,2,C8,10208130842,102,8,8,5,3,2,106,0,1,3,1,2,50,2,4,2,4,9,1,5,3,4,3,15,4,2
C6129006,2,C6,10209112030,102,9,20,11,7,3,108,0,1,3,2,2,50,2,4,2,4,13,1,5,1,1,3,9,1,1
C6129006,2,C6,10209112030,102,9,20,11,7,3,108,0,1,3,2,2,50,2,4,2,4,13,2,5,1,1,6,12,1,1
CG142443,2,CG,10209161040,102,9,10,6,4,1,114,0,1,3,1,2,40,1,1,2,3,17,1,5,1,1,4,9,1,1
CG142443,2,CG,10209161040,102,9,10,6,4,1,114,0,1,3,1,2,40,1,1,2,3,17,1,6,1,1,6,9,1,1
C8135945,2,C8,10209160006,102,9,0,1,1,1,106,0,2,3,2,2,40,1,1,2,4,16,1,4,1,1,6,5,1,1
CA113888,2,CA,10209160750,102,9,7,4,3,1,100,0,2,3,1,2,50,1,1,2,2,12,2,5,1,1,6,9,1,1
CD126914,2,CD,10208132100,102,8,21,11,8,2,112,0,1,3,2,2,50,1,1,2,1,12,1,3,1,1,6,14,1,1
CA113888,2,CA,10209160750,102,9,7,4,3,1,100,0,2,3,1,2,50,1,1,2,2,12,1,3,1,1,6,9,1,1
CI130528,2,CI,10209161200,102,9,12,7,5,1,110,0,1,3,1,2,30,1,1,2,4,16,2,5,1,1,3,9,1,1
CG141008,2,CG,10209161020,102,9,10,6,4,1,114,0,1,3,1,2,50,1,1,2,4,16,1,4,1,1,3,5,1,1
CG141008,2,CG,10209161020,102,9,10,6,4,1,114,0,1,3,1,2,50,1,1,2,4,16,1,5,1,1,6,9,1,1
C8133744,2,C8,10208111400,102,8,14,8,5,7,106,0,1,3,1,2,50,1,3,2,4,12,1,4,1,1,3,14,1,1
