CASE_NO,ACCD_TP,Sub_bur,Eve_time,YEAR,MONTH,HOUR,Two_HOUR,Three_HOUR,WEEKDAY,Distr,Num_casual,Num_wound,Weather,Light_condition,Road_category,Speed_limit,Road_type,Acc_location,Pavement_con,Signal_classfication,Accident_type,Sex,AGE,Protect_equip,Mobile,Car_type,Move_type,Qualified,Alcohol
CH112768,2,CH,10204180850,102,4,8,5,3,4,115,0,1,3,1,2,50,1,1,2,4,16,1,6,1,1,3,5,1,1
CE113576,2,CE,10204162145,102,4,21,11,8,2,116,0,1,3,2,2,50,1,1,2,4,16,1,3,1,1,6,5,1,1
CI900012,2,CI,10204011535,102,4,15,8,6,1,110,0,1,2,1,2,40,1,1,2,4,17,1,6,1,1,5,13,1,1
CH112965,2,CH,10204151353,102,4,13,7,5,1,115,0,1,3,1,2,50,2,2,2,4,12,1,5,1,1,4,11,1,1
C8139464,2,C8,10203210755,102,3,7,4,3,4,106,0,3,3,1,2,50,1,1,2,2,13,1,3,1,1,6,9,1,1
CD123254,2,CD,10203210755,102,3,7,4,3,4,112,0,1,3,1,2,60,2,4,2,4,12,1,4,3,4,6,9,1,1
C8139464,2,C8,10203210755,102,3,7,4,3,4,106,0,3,3,1,2,50,1,1,2,2,13,1,4,1,1,6,9,1,1
C8137553,2,C8,10202250729,102,2,7,4,3,1,106,0,2,3,1,2,50,1,1,2,4,15,1,5,1,1,5,9,1,1
CG135809,2,CG,10203092304,102,3,23,12,8,6,114,0,1,3,2,2,40,1,1,2,4,17,1,6,1,1,6,9,2,2
CD123585,2,CD,10203211750,102,3,17,9,6,4,112,0,1,3,1,2,50,1,1,2,4,12,1,6,1,1,5,6,1,1
C9119141,2,C9,10203032050,102,3,20,11,7,7,100,0,3,2,2,2,40,1,1,2,1,15,2,3,1,1,6,1,1,1
CG137979,2,CG,10203221130,102,3,11,6,4,5,114,0,1,3,1,2,50,1,1,2,2,12,1,6,1,1,4,15,1,1
CG137979,2,CG,10203221130,102,3,11,6,4,5,114,0,1,3,1,2,50,1,1,2,2,12,1,6,1,1,6,9,1,1
CG135649,2,CG,10203152000,102,3,20,11,7,5,114,0,1,3,2,2,50,2,4,2,4,13,2,4,1,1,6,15,1,1
C6124340,2,C6,10203221250,102,3,12,7,5,5,108,0,1,3,1,2,50,1,1,2,2,17,1,9,4,3,7,21,3,2
C6124340,2,C6,10203221250,102,3,12,7,5,5,108,0,1,3,1,2,50,1,1,2,2,17,2,4,1,1,3,9,1,1
C7144451,2,C7,10203220900,102,3,9,5,4,5,104,0,1,3,1,2,50,2,4,2,4,12,2,3,1,1,6,12,1,1
CE110907,2,CE,10203221410,102,3,14,8,5,5,116,0,1,3,1,2,50,2,4,2,4,16,1,3,1,1,6,9,1,1
C7145093,2,C7,10203220905,102,3,9,5,4,5,104,0,2,3,1,2,50,2,4,2,4,16,1,8,4,3,7,1,3,2
C7145093,2,C7,10203220905,102,3,9,5,4,5,104,0,2,3,1,2,50,2,4,2,4,16,1,3,1,1,6,9,1,1
C5121718,2,C5,10203221322,102,3,13,7,5,5,103,0,2,2,1,2,50,1,1,2,1,15,1,3,1,4,6,9,1,1
CG138134,2,CG,10203221100,102,3,11,6,4,5,114,0,1,3,1,2,50,1,1,2,2,16,1,1,1,1,6,9,2,1
CG138135,2,CG,10203221410,102,3,14,8,5,5,114,0,1,3,1,2,50,1,1,2,2,12,1,7,1,1,3,6,1,1
C5121718,2,C5,10203221322,102,3,13,7,5,5,103,0,2,2,1,2,50,1,1,2,1,15,1,3,1,4,6,9,1,1
CB126082,2,CB,10203201830,102,3,18,10,7,3,105,0,1,3,2,2,50,1,1,2,1,3,1,5,1,1,1,5,1,1
CG138135,2,CG,10203221410,102,3,14,8,5,5,114,0,1,3,1,2,50,1,1,2,2,12,1,3,1,1,6,9,1,1
C9119071,2,C9,10202221045,102,2,10,6,4,5,100,0,2,2,1,2,50,1,1,2,1,16,1,5,1,1,6,9,1,1
C5122064,2,C5,10203221230,102,3,12,7,5,5,103,0,1,3,1,2,50,1,1,2,1,16,2,6,3,4,3,6,1,1
C5122064,2,C5,10203221230,102,3,12,7,5,5,103,0,1,3,1,2,50,1,1,2,1,16,2,4,3,4,6,9,1,1
CE113564,2,CE,10203211640,102,3,16,9,6,4,116,0,1,3,1,2,50,1,1,2,2,11,1,6,1,1,4,5,1,1
CE113564,2,CE,10203211640,102,3,16,9,6,4,116,0,1,3,1,2,50,1,1,2,2,11,2,4,1,1,6,14,1,1
CG138683,2,CG,10203211618,102,3,16,9,6,4,114,0,1,3,1,2,40,2,5,2,4,13,1,3,1,1,6,9,1,1
C5122062,2,C5,10203211710,102,3,17,9,6,4,103,0,1,3,1,2,50,1,1,2,1,17,1,6,3,4,4,5,1,1
CG138683,2,CG,10203211618,102,3,16,9,6,4,114,0,1,3,1,2,40,2,5,2,4,13,1,4,1,1,6,9,1,1
CG138130,2,CG,10203211730,102,3,17,9,6,4,114,0,1,2,1,2,50,1,1,2,1,16,1,5,1,1,9,9,1,1
CG138130,2,CG,10203211730,102,3,17,9,6,4,114,0,1,2,1,2,50,1,1,2,1,16,1,4,1,1,6,6,2,1
C6122298,2,C6,10203201010,102,3,10,6,4,3,108,0,1,3,1,2,50,2,4,2,4,3,1,9,4,3,8,16,3,2
C6124337,2,C6,10203121025,102,3,10,6,4,2,108,0,1,3,1,2,50,2,4,2,4,12,1,8,1,1,6,9,1,2
C5128326,2,C5,10210130750,102,10,7,4,3,7,103,0,2,3,1,2,50,1,1,2,4,15,2,8,3,4,7,9,3,1
CI130422,2,CI,10210130800,102,10,8,5,3,7,110,0,1,3,1,2,50,1,1,2,1,16,1,6,1,4,3,11,1,1
C5128006,2,C5,10210121400,102,10,14,8,5,6,103,0,3,3,1,2,50,1,1,2,1,12,1,8,3,4,6,9,1,1
C6128804,2,C6,10210121855,102,10,18,10,7,6,108,0,3,3,2,2,50,1,1,2,1,11,1,6,1,1,4,5,1,1
C6128804,2,C6,10210121855,102,10,18,10,7,6,108,0,3,3,2,2,50,1,1,2,1,11,1,3,1,1,6,9,1,1
C6127037,2,C6,10210121937,102,10,19,10,7,6,108,0,1,1,2,2,50,1,1,1,2,11,1,4,1,1,3,11,1,1
C6127037,2,C6,10210121937,102,10,19,10,7,6,108,0,1,1,2,2,50,1,1,1,2,11,1,5,1,1,6,9,1,1
C5128006,2,C5,10210121400,102,10,14,8,5,6,103,0,3,3,1,2,50,1,1,2,1,12,2,6,3,4,8,20,3,2
C6128804,2,C6,10210121855,102,10,18,10,7,6,108,0,3,3,2,2,50,1,1,2,1,11,1,1,4,3,8,20,3,2
C6128804,2,C6,10210121855,102,10,18,10,7,6,108,0,3,3,2,2,50,1,1,2,1,11,1,1,4,3,8,20,3,2
CG143417,2,CG,10210131029,102,10,10,6,4,7,114,0,3,3,1,2,50,1,1,2,4,17,1,4,4,3,8,20,3,1
CG143417,2,CG,10210131029,102,10,10,6,4,7,114,0,3,3,1,2,50,1,1,2,4,17,2,3,4,3,8,20,3,1
C5128006,2,C5,10210121400,102,10,14,8,5,6,103,0,3,3,1,2,50,1,1,2,1,12,1,3,3,4,6,6,1,1
C8147702,2,C8,10207120901,102,7,9,5,4,5,106,0,1,3,1,2,50,1,1,2,2,3,1,6,1,1,3,6,1,1
CA115306,2,CA,10210130855,102,10,8,5,3,7,100,0,1,3,1,2,50,1,1,2,1,17,1,6,1,1,3,6,1,1
CA115306,2,CA,10210130855,102,10,8,5,3,7,100,0,1,3,1,2,50,1,1,2,1,17,1,3,1,2,9,9,1,1
C7149593,2,C7,10210131312,102,10,13,7,5,7,104,0,1,3,1,2,50,1,1,2,1,17,1,2,1,1,6,9,1,1
CB131301,2,CB,10210111658,102,10,16,9,6,5,105,0,1,3,1,2,40,1,1,2,4,16,2,6,4,1,7,9,3,1
C8145602,2,C8,10210131319,102,10,13,7,5,7,106,0,1,3,1,2,50,2,4,2,4,3,2,6,4,3,8,16,3,2
C8145602,2,C8,10210131319,102,10,13,7,5,7,106,0,1,3,1,2,50,2,4,2,4,3,1,2,1,4,6,9,1,1
CA115332,2,CA,10210110815,102,10,8,5,3,5,100,0,1,1,1,2,40,1,1,1,1,12,2,7,1,1,6,7,1,1
CI130991,2,CI,10210130958,102,10,9,5,4,7,110,0,2,3,1,2,50,1,1,2,2,15,1,5,1,1,6,9,1,2
CI130991,2,CI,10210130958,102,10,9,5,4,7,110,0,2,3,1,2,50,1,1,2,2,15,2,4,1,1,6,1,1,1
CA115332,2,CA,10210110815,102,10,8,5,3,5,100,0,1,1,1,2,40,1,1,1,1,12,1,7,1,1,3,9,1,1
C7150948,2,C7,10210131404,102,10,14,8,5,7,104,0,1,3,1,2,50,1,1,2,4,17,2,3,1,1,6,9,1,1
C5128125,2,C5,10210130130,102,10,1,1,1,7,103,0,4,3,2,2,50,1,1,2,4,17,1,3,3,4,6,9,1,1
C5128125,2,C5,10210130130,102,10,1,1,1,7,103,0,4,3,2,2,50,1,1,2,4,17,2,5,3,4,3,9,1,1
C5128125,2,C5,10210130130,102,10,1,1,1,7,103,0,4,3,2,2,50,1,1,2,4,17,1,2,3,4,6,9,1,1
C5128125,2,C5,10210130130,102,10,1,1,1,7,103,0,4,3,2,2,50,1,1,2,4,17,1,3,3,4,6,9,1,1
C5128125,2,C5,10210130130,102,10,1,1,1,7,103,0,4,3,2,2,50,1,1,2,4,17,1,3,3,4,6,9,1,1
C5128125,2,C5,10210130130,102,10,1,1,1,7,103,0,4,3,2,2,50,1,1,2,4,17,2,3,3,4,6,9,1,1
CD129998,2,CD,10210131430,102,10,14,8,5,7,112,0,1,3,1,2,50,2,4,2,4,16,1,6,3,4,4,9,2,2
C7150379,2,C7,10210131450,102,10,14,8,5,7,104,0,2,3,1,2,50,4,5,2,4,16,1,3,1,1,6,8,1,1
C7150379,2,C7,10210131450,102,10,14,8,5,7,104,0,2,3,1,2,50,4,5,2,4,16,2,7,1,1,6,9,1,1
CD129725,2,CD,10210131245,102,10,12,7,5,7,112,0,2,3,1,2,40,1,1,2,4,17,1,3,1,1,6,9,1,1
CE115823,2,CE,10210101737,102,10,17,9,6,4,116,0,1,3,1,2,50,1,1,2,2,13,1,2,1,1,6,9,1,2
CD129725,2,CD,10210131245,102,10,12,7,5,7,112,0,2,3,1,2,40,1,1,2,4,17,2,3,3,4,8,20,3,1
C7150911,2,C7,10210131630,102,10,16,9,6,7,104,0,1,3,1,2,50,1,1,2,4,17,1,3,1,4,6,9,1,1
C6129410,2,C6,10210131600,102,10,16,9,6,7,108,0,1,3,1,2,40,2,4,2,4,16,2,5,1,1,7,9,3,1
C7150446,2,C7,10210112310,102,10,23,12,8,5,104,0,3,2,2,2,50,1,1,2,1,15,1,3,1,1,6,9,1,1
C6129552,2,C6,10210131610,102,10,16,9,6,7,108,0,2,3,1,2,50,1,1,2,1,15,1,3,1,1,6,9,1,1
CI130595,2,CI,10210131715,102,10,17,9,6,7,110,0,1,3,1,2,50,1,1,2,1,3,1,6,1,1,4,5,1,1
C8145521,2,C8,10210201303,102,10,13,7,5,7,106,0,1,3,1,2,50,2,3,2,4,17,1,2,3,4,6,9,1,1
CB132869,2,CB,10210201248,102,10,12,7,5,7,105,0,2,3,1,2,50,3,4,2,4,13,1,5,1,1,3,14,1,1
CB132869,2,CB,10210201248,102,10,12,7,5,7,105,0,2,3,1,2,50,3,4,2,4,13,2,1,4,3,8,20,3,2
C6129264,2,C6,10210191403,102,10,14,8,5,6,108,0,1,2,1,2,50,1,4,2,1,12,1,3,1,1,6,6,1,1
C6129264,2,C6,10210191403,102,10,14,8,5,6,108,0,1,2,1,2,50,1,4,2,1,12,1,2,1,1,6,9,1,1
C7150563,2,C7,10210202000,102,10,20,11,7,7,104,0,1,3,2,2,50,2,4,2,4,17,2,6,1,1,6,9,1,1
C6129508,2,C6,10210160210,102,10,2,2,1,3,108,0,2,3,2,2,50,1,1,2,1,15,1,2,1,1,6,9,1,1
C6129508,2,C6,10210160210,102,10,2,2,1,3,108,0,2,3,2,2,50,1,1,2,1,15,1,2,4,3,8,20,3,2
CI130407,2,CI,10210201415,102,10,14,8,5,7,110,0,2,3,1,2,50,1,1,2,4,15,2,4,1,1,3,9,1,1
CI130407,2,CI,10210201415,102,10,14,8,5,7,110,0,2,3,1,2,50,1,1,2,4,15,2,1,4,3,8,20,3,1
CI130930,2,CI,10210201648,102,10,16,9,6,7,110,0,1,3,1,2,50,1,1,2,4,16,1,3,1,1,6,9,1,1
C6127272,2,C6,10210190930,102,10,9,5,4,6,108,0,2,3,1,2,50,1,1,2,1,12,1,3,1,1,6,9,1,1
CH115258,2,CH,10210201950,102,10,19,10,7,7,115,0,1,1,1,2,50,1,1,1,1,17,1,3,1,1,3,5,1,1
CH115258,2,CH,10210201950,102,10,19,10,7,7,115,0,1,1,1,2,50,1,1,1,1,17,1,3,1,1,6,9,1,1
CC140541,2,CC,10210051916,102,10,19,10,7,6,111,0,1,1,2,2,30,1,1,1,4,16,1,3,1,1,6,9,1,1
CC140541,2,CC,10210051916,102,10,19,10,7,6,111,0,1,1,2,2,30,1,1,1,4,16,1,8,1,1,3,9,1,1
CC140540,2,CC,10210051150,102,10,11,6,4,6,111,0,1,2,1,2,40,1,1,2,4,16,1,3,1,1,3,5,1,1
CC140540,2,CC,10210051150,102,10,11,6,4,6,111,0,1,2,1,2,40,1,1,2,4,16,1,3,1,1,6,9,1,1
C5130550,2,C5,10210202050,102,10,20,11,7,7,103,0,1,2,2,2,50,1,1,2,2,13,1,6,3,4,3,1,1,1
C5130550,2,C5,10210202050,102,10,20,11,7,7,103,0,1,2,2,2,50,1,1,2,2,13,2,3,3,4,6,14,1,1
CI130385,2,CI,10210202100,102,10,21,11,8,7,110,0,1,3,2,2,50,2,4,2,4,13,1,3,1,1,6,9,1,1
CI131052,2,CI,10210160835,102,10,8,5,3,3,110,0,1,3,1,2,50,1,1,2,1,2,2,3,4,3,8,16,3,1
CI130385,2,CI,10210202100,102,10,21,11,8,7,110,0,1,3,2,2,50,2,4,2,4,13,2,4,1,1,3,14,1,1
C5130551,2,C5,10210202255,102,10,22,12,8,7,103,0,1,2,2,2,50,1,1,2,3,16,1,3,3,4,6,9,1,1
C8145661,2,C8,10210202325,102,10,23,12,8,7,106,0,1,3,1,2,50,1,1,2,2,16,1,2,3,4,6,21,1,1
C9121174,2,C9,10210202150,102,10,21,11,8,7,100,0,2,2,2,2,50,1,1,2,2,16,2,3,1,1,6,5,1,1
C9121174,2,C9,10210202150,102,10,21,11,8,7,100,0,2,2,2,2,50,1,1,2,2,16,1,3,1,1,6,9,1,1
C5130906,2,C5,10210201625,102,10,16,9,6,7,103,0,1,3,1,1,50,2,4,2,4,12,2,6,1,1,3,1,1,1
C5130907,2,C5,10210201800,102,10,18,10,7,7,103,0,1,3,1,2,50,2,4,2,4,13,1,3,1,1,6,9,1,1
C5130907,2,C5,10210201800,102,10,18,10,7,7,103,0,1,3,1,2,50,2,4,2,4,13,1,4,1,1,3,13,1,1
CI130795,2,CI,10210202041,102,10,20,11,7,7,110,0,1,2,2,2,50,1,1,2,4,17,2,5,1,1,6,5,1,2
CE115682,2,CE,10210201749,102,10,17,9,6,7,116,0,1,3,2,2,50,2,4,2,1,16,1,5,1,1,3,5,1,1
C7150595,2,C7,10210210534,102,10,5,3,2,1,104,0,1,2,1,2,50,1,1,2,1,16,2,3,1,1,6,9,1,2
C7150595,2,C7,10210210534,102,10,5,3,2,1,104,0,1,2,1,2,50,1,1,2,1,16,1,5,1,1,4,9,1,1
C8147762,2,C8,10210101445,102,10,14,8,5,4,106,0,2,3,1,2,50,1,1,2,2,17,1,6,1,1,3,6,1,1
CI130470,2,CI,10210181900,102,10,19,10,7,5,110,0,1,1,2,2,50,1,1,1,2,16,1,3,1,1,6,9,1,1
C7150802,2,C7,10210172248,102,10,22,12,8,4,104,0,2,2,2,2,50,1,1,2,2,12,1,3,1,1,6,6,1,1
CB133179,2,CB,10207161107,102,7,11,6,4,2,105,0,1,3,1,2,50,1,1,2,2,9,2,6,4,3,8,20,3,2
C9120743,2,C9,10209201830,102,9,18,10,7,5,100,0,2,1,2,2,50,1,1,1,2,3,1,4,1,1,6,9,1,1
C9121302,2,C9,10210160900,102,10,9,5,4,3,100,0,1,3,1,2,40,1,1,2,2,13,2,5,1,1,6,9,1,1
C7144121,2,C7,10210121450,102,10,14,8,5,6,104,0,2,3,1,2,50,2,4,2,4,17,1,7,3,4,3,14,2,1
CD126910,2,CD,10210162300,102,10,23,12,8,3,112,0,2,3,2,2,50,1,1,2,1,16,1,2,1,1,6,9,1,1
CC141298,2,CC,10210161737,102,10,17,9,6,3,111,0,1,3,1,2,40,2,4,2,4,17,1,6,1,1,3,9,1,1
C6127445,2,C6,10210171112,102,10,11,6,4,4,108,0,1,3,1,2,50,2,2,2,4,12,2,5,1,1,3,9,1,1
C8149101,2,C8,10210120110,102,10,1,1,1,6,106,0,1,3,3,2,40,1,1,2,3,16,1,6,1,1,5,6,1,1
C5127470,2,C5,10210092128,102,10,21,11,8,3,103,0,3,3,2,2,50,1,1,2,2,3,1,6,4,3,8,16,3,2
CC140423,2,CC,10209291425,102,9,14,8,5,7,111,0,2,3,1,2,50,1,1,2,3,17,1,3,1,1,3,5,1,1
CC140666,2,CC,10209201510,102,9,15,8,6,5,111,0,1,1,1,2,30,1,1,1,4,15,1,3,1,1,6,9,1,1
C6128968,2,C6,10210131508,102,10,15,8,6,7,108,0,2,3,1,2,50,1,1,2,4,12,1,2,1,1,6,1,1,1
C8133978,2,C8,10207051930,102,7,19,10,7,5,106,0,1,2,2,2,50,1,1,2,2,12,1,5,3,4,6,9,1,1
CG140433,2,CG,10207061030,102,7,10,6,4,6,114,0,1,3,1,2,40,1,1,2,4,17,2,6,1,1,6,5,1,1
C9115010,2,C9,10207061030,102,7,10,6,4,6,100,0,1,3,1,2,50,1,1,2,1,12,1,4,1,1,6,9,1,1
CI128423,2,CI,10206222005,102,6,20,11,7,6,110,0,6,3,2,2,50,2,4,2,4,16,1,2,1,1,6,4,1,1
CD121420,2,CD,10206231645,102,6,16,9,6,7,112,0,1,1,1,2,60,1,1,1,1,17,1,6,3,4,3,5,1,1
CC138322,2,CC,10207061220,102,7,12,7,5,6,111,0,1,3,1,2,50,1,1,2,1,17,1,3,1,1,3,5,1,1
CB126248,2,CB,10207020740,102,7,7,4,3,2,105,0,3,3,1,2,50,1,1,2,1,13,2,5,1,1,6,9,1,1
CC138794,2,CC,10207022038,102,7,20,11,7,2,111,0,2,3,2,2,50,1,1,2,4,3,2,6,4,3,8,20,3,2
CH112929,2,CH,10207031725,102,7,17,9,6,3,115,0,2,3,1,2,50,1,1,2,1,17,1,6,1,1,3,9,1,1
CH112929,2,CH,10207031725,102,7,17,9,6,3,115,0,2,3,1,2,50,1,1,2,1,17,2,2,4,3,8,20,3,1
C7147818,2,C7,10207051945,102,7,19,10,7,5,104,0,1,2,2,2,50,1,1,2,4,12,1,3,1,4,6,9,1,2
C5130370,2,C5,10207011620,102,7,16,9,6,1,103,0,1,3,1,2,50,1,1,2,2,16,2,3,1,1,6,9,1,1
C5130308,2,C5,10207061150,102,7,11,6,4,6,103,0,2,3,1,2,50,4,4,2,4,13,1,3,1,2,6,9,1,1
C6115850,2,C6,10207030844,102,7,8,5,3,3,108,0,2,3,1,2,50,1,1,2,4,15,1,4,1,1,6,9,1,1
CC139019,2,CC,10207061130,102,7,11,6,4,6,111,0,2,3,1,2,50,1,1,2,1,17,2,3,4,3,8,20,3,1
CC139334,2,CC,10207070645,102,7,6,4,3,7,111,0,1,3,1,2,50,2,4,2,4,17,1,6,1,1,6,15,1,1
CC139334,2,CC,10207070645,102,7,6,4,3,7,111,0,1,3,1,2,50,2,4,2,4,17,1,5,1,1,3,9,1,1
CC139552,2,CC,10207062143,102,7,21,11,8,6,111,0,1,3,1,2,50,1,1,2,4,9,1,8,4,3,8,20,3,2
CC139336,2,CC,10207062050,102,7,20,11,7,6,111,0,1,3,1,2,50,2,4,2,4,2,2,3,4,3,8,20,3,1
CD114252,2,CD,10206241726,102,6,17,9,6,1,112,0,1,2,1,2,50,1,1,2,4,12,1,4,3,4,3,6,1,1
CE111939,2,CE,10206250855,102,6,8,5,3,2,116,0,1,3,1,2,40,2,4,2,4,16,1,6,1,1,4,11,1,1
C8145245,2,C8,10207090729,102,7,7,4,3,2,106,0,3,3,1,2,50,1,1,2,4,16,2,4,1,1,6,14,1,1
C8147852,2,C8,10207090855,102,7,8,5,3,2,106,0,2,3,1,2,50,1,1,2,1,12,2,6,4,3,8,20,3,1
C8139773,2,C8,10207050849,102,7,8,5,3,5,106,0,2,3,1,2,30,2,4,2,4,16,2,4,1,1,6,9,1,1
CE103673,2,CE,10207090825,102,7,8,5,3,2,116,0,2,3,1,2,50,2,4,2,1,17,1,7,1,1,6,7,1,1
C9115035,2,C9,10207050818,102,7,8,5,3,5,100,0,1,3,1,2,50,1,1,2,1,12,1,5,1,1,6,9,1,1
C8139773,2,C8,10207050849,102,7,8,5,3,5,106,0,2,3,1,2,30,2,4,2,4,16,1,3,1,1,6,3,1,1
C8147796,2,C8,10207070916,102,7,9,5,4,7,106,0,1,3,1,2,40,1,1,2,4,15,1,3,1,1,3,9,1,1
C8147796,2,C8,10207070916,102,7,9,5,4,7,106,0,1,3,1,2,40,1,1,2,4,15,1,4,1,1,6,9,1,1
C9119986,2,C9,10207090752,102,7,7,4,3,2,100,0,1,3,1,2,40,1,1,2,2,13,2,3,1,1,6,14,1,1
CE113118,2,CE,10207090650,102,7,6,4,3,2,116,0,1,3,1,2,50,1,1,2,4,17,1,7,1,1,4,8,1,1
CC139570,2,CC,10206281715,102,6,17,9,6,5,111,0,1,3,1,2,50,2,4,2,4,17,1,5,1,1,3,11,1,1
CI129080,2,CI,10207070806,102,7,8,5,3,7,110,0,1,3,1,2,50,1,1,2,1,15,1,4,1,1,3,9,2,2
CB126040,2,CB,10207020925,102,7,9,5,4,2,105,0,3,3,1,2,40,1,1,2,4,15,1,6,1,1,6,9,1,1
CI128465,2,CI,10206280812,102,6,8,5,3,5,110,0,1,3,1,2,50,2,4,2,4,17,1,6,1,1,6,9,1,1
CH112929,2,CH,10207031725,102,7,17,9,6,3,115,0,2,3,1,2,50,1,1,2,1,17,1,2,1,1,6,5,1,1
C8139570,2,C8,10205060943,102,5,9,5,4,1,106,0,1,3,1,2,40,1,1,2,4,15,1,3,1,1,6,9,1,1
C8139570,2,C8,10205060943,102,5,9,5,4,1,106,0,1,3,1,2,40,1,1,2,4,15,1,8,1,1,3,9,1,1
CC136941,2,CC,10205021240,102,5,12,7,5,4,111,0,2,2,1,2,40,2,6,2,4,17,1,2,1,1,6,4,1,1
CF110682,2,CF,10205022140,102,5,21,11,8,4,116,0,2,3,1,2,50,1,1,2,4,15,2,6,1,1,6,9,1,1
C7900143,2,C7,10205060900,102,5,9,5,4,1,104,0,1,3,2,2,50,3,4,2,4,13,1,4,1,4,6,9,1,1
C7900143,2,C7,10205060900,102,5,9,5,4,1,104,0,1,3,2,2,50,3,4,2,4,13,1,8,1,4,3,9,1,1
CB126296,2,CB,10204302235,102,4,22,12,8,2,105,0,1,1,2,2,50,1,1,1,4,17,2,5,1,1,6,9,1,1
CD123483,2,CD,10205060745,102,5,7,4,3,1,112,0,1,3,1,2,50,2,4,2,4,16,2,3,1,1,6,9,1,1
C6121516,2,C6,10205020510,102,5,5,3,2,4,108,0,2,2,1,2,30,1,1,2,4,15,2,6,1,1,6,9,1,1
CD123697,2,CD,10205012000,102,5,20,11,7,3,112,0,4,2,1,2,50,1,1,2,4,16,2,5,3,4,6,7,1,1
C8139704,2,C8,10204291425,102,4,14,8,5,1,106,0,1,3,1,2,30,2,6,2,4,2,1,3,1,1,3,9,1,1
CF110626,2,CF,10204291440,102,4,14,8,5,1,116,0,2,3,1,2,50,1,1,2,4,17,1,3,3,4,6,5,1,1
CE111883,2,CE,10204281519,102,4,15,8,6,7,116,0,2,3,1,2,50,1,1,2,2,11,1,2,1,1,6,5,2,1
C6127279,2,C6,10210241030,102,10,10,6,4,4,108,0,2,3,1,2,40,2,5,2,4,13,1,2,1,1,6,12,1,1
C5127156,2,C5,10204291905,102,4,19,10,7,1,103,0,2,2,2,2,50,1,1,2,2,3,2,6,1,1,3,5,1,1
CD121453,2,CD,10204300915,102,4,9,5,4,2,112,0,1,3,1,2,50,1,1,2,1,16,1,2,1,1,6,9,1,1
C7900550,2,C7,10205052333,102,5,23,12,8,7,104,0,1,3,2,2,50,1,1,2,3,17,1,6,1,1,6,9,1,1
C8138219,2,C8,10204301515,102,4,15,8,6,2,106,0,1,3,1,2,50,2,4,2,1,17,1,6,4,3,8,19,3,2
C7900588,2,C7,10205021500,102,5,15,8,6,4,104,0,1,3,1,2,50,1,1,2,4,17,2,5,1,4,6,9,1,1
C7900595,2,C7,10204301346,102,4,13,7,5,2,104,0,1,3,1,2,50,2,4,2,4,17,1,3,1,1,3,11,1,1
CD121222,2,CD,10205061225,102,5,12,7,5,1,112,0,1,3,1,2,50,1,1,2,3,16,1,3,1,1,6,9,1,1
CC137344,2,CC,10205060555,102,5,5,3,2,1,111,0,1,3,1,2,50,2,4,2,4,17,1,6,1,1,3,1,1,1
CC137344,2,CC,10205060555,102,5,5,3,2,1,111,0,1,3,1,2,50,2,4,2,4,17,1,4,1,1,6,9,1,1
C7129339,2,C7,10205020825,102,5,8,5,3,4,104,0,1,2,1,2,40,2,4,2,4,2,1,4,1,1,3,9,1,1
CG139672,2,CG,10205060837,102,5,8,5,3,1,114,0,1,3,1,2,50,1,1,2,1,16,1,4,1,1,6,9,1,1
CI900386,2,CI,10205030305,102,5,3,2,2,5,110,0,1,2,2,2,50,2,4,2,3,12,1,5,1,1,4,8,1,1
CI118214,2,CI,10205060900,102,5,9,5,4,1,110,0,1,3,1,2,50,2,4,2,4,12,2,7,1,1,6,9,2,1
CG139234,2,CG,10204301210,102,4,12,7,5,2,114,0,1,3,1,2,50,1,1,2,2,16,1,5,1,1,3,5,1,1
C5103264,2,C5,10205060910,102,5,9,5,4,1,103,0,1,3,1,2,50,4,5,2,4,14,1,6,3,4,6,9,1,2
C8139506,2,C8,10205061220,102,5,12,7,5,1,106,0,2,3,1,2,50,2,4,2,4,17,1,2,1,1,6,9,1,1
C8140473,2,C8,10205020750,102,5,7,4,3,4,106,0,1,3,1,2,50,1,1,2,4,12,1,2,1,1,6,8,1,1
C8136112,2,C8,10203280835,102,3,8,5,3,4,106,0,1,3,1,2,50,2,4,2,4,12,1,5,3,4,5,21,4,2
C8136112,2,C8,10203280835,102,3,8,5,3,4,106,0,1,3,1,2,50,2,4,2,4,12,2,6,1,1,6,9,1,1
CC121641,2,CC,10204291937,102,4,19,10,7,1,111,0,1,3,2,2,50,2,4,2,4,12,2,2,1,1,6,9,1,1
C9114504,2,C9,10205051340,102,5,13,7,5,7,100,0,1,3,1,2,50,1,1,2,1,11,1,9,3,4,3,5,1,1
C7900466,2,C7,10205061550,102,5,15,8,6,1,104,0,1,1,1,2,50,2,4,1,4,17,1,3,1,1,6,9,1,1
CA110746,2,CA,10205031907,102,5,19,10,7,5,100,0,2,3,2,2,50,1,1,2,1,17,1,5,1,1,3,6,1,1
C6124821,2,C6,10205020755,102,5,7,4,3,4,108,0,1,3,1,2,50,2,4,2,4,12,1,5,1,1,3,13,1,1
CB126379,2,CB,10205051054,102,5,10,6,4,7,105,0,1,3,1,2,30,1,1,2,2,3,2,1,4,3,8,20,3,2
CF110632,2,CF,10205011111,102,5,11,6,4,3,116,0,1,1,1,2,50,2,4,1,4,12,1,5,3,4,3,8,1,1
C7143121,2,C7,10205061520,102,5,15,8,6,1,104,0,1,3,1,2,50,2,4,2,4,17,1,6,3,4,3,8,1,1
